month,temp (C°),humidity(%),wmo code,rain (mm),snowfall (cm),app_temp(C°),pressure_msl (hPa),surface_pressure (hPa),State or City,Sexes,Age,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,All Ages,nan,9283.0,790.0,0.0,65.0,856.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,Under 1 year,0.0,48.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,0-17 years,0.0,77.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,1-4 years,0.0,nan,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,5-14 years,0.0,11.0,0.0,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,15-24 years,0.0,64.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,18-29 years,0.0,124.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,25-34 years,0.0,148.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,30-39 years,0.0,164.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,35-44 years,0.0,179.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,40-49 years,0.0,255.0,10.0,0.0,nan,11.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,45-54 years,0.0,411.0,18.0,0.0,nan,21.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,50-64 years,0.0,1223.0,70.0,0.0,14.0,84.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,55-64 years,0.0,974.0,62.0,0.0,12.0,74.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,65-74 years,nan,1734.0,148.0,0.0,13.0,162.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,75-84 years,0.0,2240.0,190.0,0.0,17.0,207.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,All Sexes,85 years and over,0.0,3466.0,354.0,0.0,17.0,371.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,All Ages,nan,4612.0,405.0,0.0,34.0,440.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,Under 1 year,0.0,25.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,0-17 years,0.0,46.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,1-4 years,0.0,nan,0.0,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,5-14 years,0.0,nan,0.0,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,15-24 years,0.0,44.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,18-29 years,0.0,83.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,25-34 years,0.0,100.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,30-39 years,0.0,118.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,35-44 years,0.0,118.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,40-49 years,0.0,164.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,45-54 years,0.0,254.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,50-64 years,0.0,727.0,36.0,0.0,nan,44.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,55-64 years,0.0,582.0,35.0,0.0,nan,43.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,65-74 years,nan,976.0,81.0,0.0,nan,88.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,75-84 years,0.0,1129.0,105.0,0.0,10.0,115.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Male,85 years and over,0.0,1369.0,170.0,0.0,nan,177.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,All Ages,0.0,4671.0,385.0,0.0,31.0,416.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,Under 1 year,0.0,23.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,0-17 years,0.0,31.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,1-4 years,0.0,nan,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,5-14 years,0.0,nan,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,15-24 years,0.0,20.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,18-29 years,0.0,41.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,25-34 years,0.0,48.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,30-39 years,0.0,46.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,35-44 years,0.0,61.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,40-49 years,0.0,91.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,45-54 years,0.0,157.0,11.0,0.0,nan,13.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,50-64 years,0.0,496.0,34.0,0.0,nan,40.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,55-64 years,0.0,392.0,27.0,0.0,nan,31.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,65-74 years,0.0,758.0,67.0,0.0,nan,74.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,75-84 years,0.0,1111.0,85.0,0.0,nan,92.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York,Female,85 years and over,0.0,2097.0,184.0,0.0,10.0,194.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,All Ages,0.0,5104.0,428.0,0.0,64.0,492.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,Under 1 year,0.0,31.0,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,0-17 years,0.0,51.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,1-4 years,0.0,nan,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,5-14 years,0.0,10.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,15-24 years,0.0,38.0,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,18-29 years,0.0,86.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,25-34 years,0.0,120.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,30-39 years,0.0,157.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,35-44 years,0.0,178.0,10.0,0.0,nan,11.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,40-49 years,0.0,206.0,12.0,0.0,nan,15.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,45-54 years,0.0,304.0,15.0,0.0,nan,21.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,50-64 years,0.0,863.0,66.0,0.0,18.0,84.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,55-64 years,0.0,677.0,58.0,0.0,15.0,73.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,65-74 years,0.0,958.0,70.0,0.0,nan,77.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,75-84 years,0.0,1195.0,103.0,0.0,14.0,117.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,All Sexes,85 years and over,0.0,1588.0,166.0,0.0,17.0,183.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,All Ages,0.0,2568.0,223.0,0.0,33.0,256.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,Under 1 year,0.0,17.0,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,0-17 years,0.0,24.0,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,1-4 years,0.0,nan,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,5-14 years,0.0,nan,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,15-24 years,0.0,24.0,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,18-29 years,0.0,52.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,25-34 years,0.0,78.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,30-39 years,0.0,114.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,35-44 years,0.0,123.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,40-49 years,0.0,128.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,45-54 years,0.0,178.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,50-64 years,0.0,520.0,36.0,0.0,13.0,49.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,55-64 years,0.0,413.0,32.0,0.0,12.0,44.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,65-74 years,0.0,551.0,40.0,0.0,nan,42.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,75-84 years,0.0,604.0,62.0,0.0,nan,68.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Male,85 years and over,0.0,575.0,77.0,0.0,nan,83.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,All Ages,0.0,2536.0,205.0,0.0,31.0,236.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,Under 1 year,0.0,14.0,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,0-17 years,0.0,27.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,1-4 years,0.0,nan,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,5-14 years,0.0,nan,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,15-24 years,0.0,14.0,0.0,0.0,0.0,0.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,18-29 years,0.0,34.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,25-34 years,0.0,42.0,nan,0.0,nan,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,30-39 years,0.0,43.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,35-44 years,0.0,55.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,40-49 years,0.0,78.0,nan,0.0,0.0,nan
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,45-54 years,0.0,126.0,10.0,0.0,nan,12.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,50-64 years,0.0,343.0,30.0,0.0,nan,35.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,55-64 years,0.0,264.0,26.0,0.0,nan,29.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,65-74 years,0.0,407.0,30.0,0.0,nan,35.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,75-84 years,0.0,591.0,41.0,0.0,nan,49.0
2020-01,2.5963709677419358,69.04166666666667,8.198924731182796,0.06021505376344086,0.008844086021505377,-1.883736559139785,1019.8681451612904,1013.4477150537634,New York City,Female,85 years and over,0.0,1013.0,89.0,0.0,11.0,100.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,All Ages,nan,8519.0,652.0,nan,81.0,736.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,Under 1 year,0.0,48.0,0.0,0.0,0.0,0.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,0-17 years,0.0,80.0,0.0,0.0,nan,nan
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,1-4 years,0.0,nan,0.0,0.0,nan,nan
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,5-14 years,0.0,16.0,0.0,0.0,0.0,0.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,15-24 years,0.0,54.0,nan,0.0,0.0,nan
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,18-29 years,0.0,94.0,nan,0.0,nan,nan
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,25-34 years,0.0,129.0,nan,0.0,nan,nan
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,30-39 years,nan,160.0,nan,0.0,nan,nan
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,35-44 years,nan,182.0,nan,0.0,nan,10.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,40-49 years,0.0,251.0,nan,0.0,nan,13.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,45-54 years,0.0,355.0,15.0,0.0,nan,19.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,50-64 years,nan,1177.0,76.0,nan,14.0,92.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,55-64 years,nan,969.0,67.0,nan,12.0,81.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,65-74 years,0.0,1541.0,100.0,0.0,16.0,116.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,75-84 years,nan,2007.0,173.0,nan,19.0,192.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,All Sexes,85 years and over,0.0,3209.0,287.0,0.0,23.0,310.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,Male,All Ages,nan,4186.0,325.0,nan,45.0,372.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,Male,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,Male,0-17 years,0.0,45.0,0.0,0.0,nan,nan
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,Male,1-4 years,0.0,nan,0.0,0.0,nan,nan
2020-02,2.9538793103448278,70.0646551724138,13.653735632183908,0.12629310344827588,0.0016091954022988508,-1.2610632183908046,1016.65,1010.2566091954022,New York,Male,5-14 years,0.0,nan,0.0,0.0,0.0,0.0
